	Paralogs
9128	XP_005159136.1
9129	XP_005159144.1
9130	XP_005159158.1
9131	XP_005159160.1
9132	XP_005159162.1
9133	XP_005159164.1
9134	XP_005159167.1
9135	XP_005159170.1
9136	XP_005159177.1
9137	XP_005159187.1
9138	XP_005159196.1
9139	XP_005159200.1
9140	XP_005159221.1
9141	XP_005159231.1
9142	XP_005159236.1
9143	XP_005159240.1
9144	XP_005159264.2
9145	XP_005159312.1
9146	XP_005159313.1
9147	XP_005159317.1
9148	XP_005159318.1
9149	XP_005159335.1
9150	XP_005159353.1
9151	XP_005159406.1
9152	XP_005159410.1
9153	XP_005159469.1
9154	XP_005159479.1
9155	XP_005159498.1
9156	XP_005159510.1
9157	XP_005159512.1
9158	XP_005159517.1
9159	XP_005159521.1
9160	XP_005159557.1
9161	XP_005159563.1
9162	XP_005159583.1
9163	XP_005159592.1
9164	XP_005159649.1
9165	XP_005159673.1
9166	XP_005159692.1
9167	XP_005159695.1
9168	XP_005159696.1
9169	XP_005159703.1
9170	XP_005159705.1
9171	XP_005159715.1
9172	XP_005159720.1
9173	XP_005159737.1
9174	XP_005159752.1
9175	XP_005159833.1
9176	XP_005159861.1
9177	XP_005159862.1
9178	XP_005159863.1
9179	XP_005159875.1
9180	XP_005159917.1
9181	XP_005159960.1
9182	XP_005160015.1
9183	XP_005160022.1
9184	XP_005160025.1
9185	XP_005160034.1
9186	XP_005160038.1
9187	XP_005160039.1
9188	XP_005160041.1
9189	XP_005160055.1
9190	XP_005160063.1
9191	XP_005160073.1
9192	XP_005160091.1
9193	XP_005160093.1
9194	XP_005160094.1
9195	XP_005160110.1
9196	XP_005160125.1
9197	XP_005160133.1
9198	XP_005160158.1
9199	XP_005160206.1
9200	XP_005160208.1
9201	XP_005160225.1
9202	XP_005160342.1
9203	XP_005160347.1
9204	XP_005160372.1
9205	XP_005160373.1
9206	XP_005160385.1
9207	XP_005160404.1
9208	XP_005160408.1
9209	XP_005160409.1
9210	XP_005160412.1
9211	XP_005160437.1
9212	XP_005160491.1
9213	XP_005160496.1
9214	XP_005160511.1
9215	XP_005160520.3
9216	XP_005160526.1
9217	XP_005160530.1
9218	XP_005160533.1
9219	XP_005160542.1
9220	XP_005160544.2
9221	XP_005160570.1
9222	XP_005160574.2
9223	XP_005160594.1
9224	XP_005160614.1
9225	XP_005160615.1
9226	XP_005160617.1
9227	XP_005160632.1
9228	XP_005160643.1
9229	XP_005160694.1
9230	XP_005160698.1
9231	XP_005160753.1
9232	XP_005160780.1
9233	XP_005160782.1
9234	XP_005160797.1
9235	XP_005160801.1
9236	XP_005160883.1
9237	XP_005160917.1
9238	XP_005160925.1
9239	XP_005160932.1
9240	XP_005160934.1
9241	XP_005160947.1
9242	XP_005160955.1
9243	XP_005160999.1
9244	XP_005161030.1
9245	XP_005161031.1
9246	XP_005161033.1
9247	XP_005161075.1
9248	XP_005161160.1
9249	XP_005161170.1
9250	XP_005161171.1
9251	XP_005161187.1
9252	XP_005161190.1
9253	XP_005161222.1
9254	XP_005161251.1
9255	XP_005161252.1
9256	XP_005161298.1
9257	XP_005161350.1
9258	XP_005161452.1
9259	XP_005161453.1
9260	XP_005161457.2
9261	XP_005161507.1
9262	XP_005161546.1
9263	XP_005161754.1
9264	XP_005161794.1
9265	XP_005161825.1
9266	XP_005161848.1
9267	XP_005161849.1
9268	XP_005161853.1
9269	XP_005161873.1
9270	XP_005161968.1
9271	XP_005161979.1
9272	XP_005161997.1
9273	XP_005162005.1
9274	XP_005162019.1
9275	XP_005162024.2
9276	XP_005162038.1
9277	XP_005162039.1
9278	XP_005162043.1
9279	XP_005162072.1
9280	XP_005162083.1
9281	XP_005162134.1
9282	XP_005162144.1
9283	XP_005162171.1
9284	XP_005162175.1
9285	XP_005162209.1
9286	XP_005162220.1
9287	XP_005162240.1
9288	XP_005162244.1
9289	XP_005162261.1
9290	XP_005162264.1
9291	XP_005162266.1
9292	XP_005162274.1
9293	XP_005162280.1
9294	XP_005162284.1
9295	XP_005162318.1
9296	XP_005162322.1
9297	XP_005162325.1
9298	XP_005162343.1
9299	XP_005162356.1
9300	XP_005162360.1
9301	XP_005162369.1
9302	XP_005162382.1
9303	XP_005162402.1
9304	XP_005162448.1
9305	XP_005162456.1
9306	XP_005162480.1
9307	XP_005162534.1
9308	XP_005162538.1
9309	XP_005162560.1
9310	XP_005162565.1
9311	XP_005162581.1
9312	XP_005162590.3
9313	XP_005162615.1
9314	XP_005162628.1
9315	XP_005162632.1
9316	XP_005162641.1
9317	XP_005162672.1
9318	XP_005162702.1
9319	XP_005162710.1
9320	XP_005162714.1
9321	XP_005162737.1
9322	XP_005162748.1
9323	XP_005162770.1
9324	XP_005162790.1
9325	XP_005162818.2
9326	XP_005162836.1
9327	XP_005162838.1
9328	XP_005162894.1
9329	XP_005162908.1
9330	XP_005162912.1
9331	XP_005162922.1
9332	XP_005162924.1
9333	XP_005162930.1
9334	XP_005162934.1
9335	XP_005162936.1
9336	XP_005162937.1
9337	XP_005162943.1
9338	XP_005162984.2
9339	XP_005162991.1
9340	XP_005163049.1
9341	XP_005163051.1
9342	XP_005163060.1
9343	XP_005163073.1
9344	XP_005163106.1
9345	XP_005163115.1
9346	XP_005163120.1
9347	XP_005163135.1
9348	XP_005163151.1
9349	XP_005163174.1
9350	XP_005163211.4
9351	XP_005163213.1
9352	XP_005163214.1
9353	XP_005163218.1
9354	XP_005163228.1
9355	XP_005163263.1
9356	XP_005163292.1
9357	XP_005163294.1
9358	XP_005163297.1
9359	XP_005163303.1
9360	XP_005163305.1
9361	XP_005163374.1
9362	XP_005163396.1
9363	XP_005163457.1
9364	XP_005163459.1
9365	XP_005163461.1
9366	XP_005163485.1
9367	XP_005163496.1
9368	XP_005163511.1
9369	XP_005163521.1
9370	XP_005163530.1
9371	XP_005163549.1
9372	XP_005163572.1
9373	XP_005163582.1
9374	XP_005163605.1
9375	XP_005163620.1
9376	XP_005163651.1
9377	XP_005163652.1
9378	XP_005163664.1
9379	XP_005163674.1
9380	XP_005163689.1
9381	XP_005163691.1
9382	XP_005163700.1
9383	XP_005163709.1
9384	XP_005163716.1
9385	XP_005163718.1
9386	XP_005163728.1
9387	XP_005163732.1
9388	XP_005163803.1
9389	XP_005163831.1
9390	XP_005163833.1
9391	XP_005163851.2
9392	XP_005163854.1
9393	XP_005163908.1
9394	XP_005163926.1
9395	XP_005163928.1
9396	XP_005163969.1
9397	XP_005163973.1
9398	XP_005163977.1
9399	XP_005163979.1
9400	XP_005163986.1
9401	XP_005163988.1
9402	XP_005164038.1
9403	XP_005164040.1
9404	XP_005164047.1
9405	XP_005164119.1
9406	XP_005164126.1
9407	XP_005164160.1
9408	XP_005164176.1
9409	XP_005164182.1
9410	XP_005164199.1
9411	XP_005164236.1
9412	XP_005164259.1
9413	XP_005164264.1
9414	XP_005164267.1
9415	XP_005164275.1
9416	XP_005164277.1
9417	XP_005164286.1
9418	XP_005164312.1
9419	XP_005164348.1
9420	XP_005164383.1
9421	XP_005164394.1
9422	XP_005164481.1
9423	XP_005164496.1
9424	XP_005164515.1
9425	XP_005164527.1
9426	XP_005164592.1
9427	XP_005164688.1
9428	XP_005164710.1
9429	XP_005164719.1
9430	XP_005164752.1
9431	XP_005164763.1
9432	XP_005164774.1
9433	XP_005164801.1
9434	XP_005164805.1
9435	XP_005164808.1
9436	XP_005164823.1
9437	XP_005164828.1
9438	XP_005164862.1
9439	XP_005164885.1
9440	XP_005164954.1
9441	XP_005164967.1
9442	XP_005165088.1
9443	XP_005165089.1
9444	XP_005165102.1
9445	XP_005165105.1
9446	XP_005165107.1
9447	XP_005165110.1
9448	XP_005165121.1
9449	XP_005165127.1
9450	XP_005165134.1
9451	XP_005165139.1
9452	XP_005165162.1
9453	XP_005165169.1
9454	XP_005165185.1
9455	XP_005165188.1
9456	XP_005165208.1
9457	XP_005165214.1
9458	XP_005165283.1
9459	XP_005165286.1
9460	XP_005165300.1
9461	XP_005165314.1
9462	XP_005165325.1
9463	XP_005165331.1
9464	XP_005165337.1
9465	XP_005165346.1
9466	XP_005165353.1
9467	XP_005165383.1
9468	XP_005165391.1
9469	XP_005165413.1
9470	XP_005165419.1
9471	XP_005165491.1
9472	XP_005165502.1
9473	XP_005165553.1
9474	XP_005165554.1
9475	XP_005165562.1
9476	XP_005165567.3
9477	XP_005165581.1
9478	XP_005165597.2
9479	XP_005165630.1
9480	XP_005165655.1
9481	XP_005165720.1
9482	XP_005165728.1
9483	XP_005165732.1
9484	XP_005165755.1
9485	XP_005165756.1
9486	XP_005165765.1
9487	XP_005165788.1
9488	XP_005165806.2
9489	XP_005165840.1
9490	XP_005165890.1
9491	XP_005165900.1
9492	XP_005165930.1
9493	XP_005165942.1
9494	XP_005165978.1
9495	XP_005165987.1
9496	XP_005165989.1
9497	XP_005165996.1
9498	XP_005166017.2
9499	XP_005166032.1
9500	XP_005166035.1
9501	XP_005166055.1
9502	XP_005166058.1
9503	XP_005166060.1
9504	XP_005166062.1
9505	XP_005166082.1
9506	XP_005166087.1
9507	XP_005166098.1
9508	XP_005166122.1
9509	XP_005166153.2
9510	XP_005166173.1
9511	XP_005166222.1
9512	XP_005166263.1
9513	XP_005166277.1
9514	XP_005166315.1
9515	XP_005166318.1
9516	XP_005166320.1
9517	XP_005166421.1
9518	XP_005166436.1
9519	XP_005166447.1
9520	XP_005166487.1
9521	XP_005166515.1
9522	XP_005166548.1
9523	XP_005166552.1
9524	XP_005166560.1
9525	XP_005166603.1
9526	XP_005166620.1
9527	XP_005166624.1
9528	XP_005166645.1
9529	XP_005166657.2
9530	XP_005166723.1
9531	XP_005166738.1
9532	XP_005166756.1
9533	XP_005166760.1
9534	XP_005166767.1
9535	XP_005166771.1
9536	XP_005166784.1
9537	XP_005166796.1
9538	XP_005166800.1
9539	XP_005166846.1
9540	XP_005166848.1
9541	XP_005166862.1
9542	XP_005166882.1
9543	XP_005166883.1
9544	XP_005166897.1
9545	XP_005166908.1
9546	XP_005166920.1
9547	XP_005166947.1
9548	XP_005166949.1
9549	XP_005166963.1
9550	XP_005166986.1
9551	XP_005167029.1
9552	XP_005167042.1
9553	XP_005167080.1
9554	XP_005167091.1
9555	XP_005167099.1
9556	XP_005167101.1
9557	XP_005167104.1
9558	XP_005167115.1
9559	XP_005167117.1
9560	XP_005167168.1
9561	XP_005167179.1
9562	XP_005167205.1
9563	XP_005167233.1
9564	XP_005167234.1
9565	XP_005167282.1
9566	XP_005167298.1
9567	XP_005167314.1
9568	XP_005167334.1
9569	XP_005167356.1
9570	XP_005167378.1
9571	XP_005167380.1
9572	XP_005167388.1
9573	XP_005167394.1
9574	XP_005167400.1
9575	XP_005167417.1
9576	XP_005167430.1
9577	XP_005167441.1
9578	XP_005167443.1
9579	XP_005167457.1
9580	XP_005167466.1
9581	XP_005167468.1
9582	XP_005167471.1
9583	XP_005167493.1
9584	XP_005167520.1
9585	XP_005167521.1
9586	XP_005167531.1
9587	XP_005167533.1
9588	XP_005167601.1
9589	XP_005167608.1
9590	XP_005167613.1
9591	XP_005167630.1
9592	XP_005167631.1
9593	XP_005167711.1
9594	XP_005167712.1
9595	XP_005167727.1
9596	XP_005167735.1
9597	XP_005167741.1
9598	XP_005167753.1
9599	XP_005167758.1
9600	XP_005167811.1
9601	XP_005167840.1
9602	XP_005167848.1
9603	XP_005167852.1
9604	XP_005167878.1
9605	XP_005167901.1
9606	XP_005167910.1
9607	XP_005167915.1
9608	XP_005167925.1
9609	XP_005167932.1
9610	XP_005167944.1
9611	XP_005167951.1
9612	XP_005167980.1
9613	XP_005168004.1
9614	XP_005168018.1
9615	XP_005168036.1
9616	XP_005168057.1
9617	XP_005168058.1
9618	XP_005168068.1
9619	XP_005168117.1
9620	XP_005168139.1
9621	XP_005168140.1
9622	XP_005168263.1
9623	XP_005168277.1
9624	XP_005168279.1
9625	XP_005168327.1
9626	XP_005168332.1
9627	XP_005168340.1
9628	XP_005168352.1
9629	XP_005168394.1
9630	XP_005168406.1
9631	XP_005168407.1
9632	XP_005168434.2
9633	XP_005168482.1
9634	XP_005168488.1
9635	XP_005168526.1
9636	XP_005168528.1
9637	XP_005168532.1
9638	XP_005168535.1
9639	XP_005168543.1
9640	XP_005168555.1
9641	XP_005168580.1
9642	XP_005168594.1
9643	XP_005168676.1
9644	XP_005168685.1
9645	XP_005168698.1
9646	XP_005168705.1
9647	XP_005168706.1
9648	XP_005168754.1
9649	XP_005168797.2
9650	XP_005168833.1
9651	XP_005168897.1
9652	XP_005168920.1
9653	XP_005168926.1
9654	XP_005168931.1
9655	XP_005168938.1
9656	XP_005168953.1
9657	XP_005168971.1
9658	XP_005168988.1
9659	XP_005168998.1
9660	XP_005169019.1
9661	XP_005169026.1
9662	XP_005169032.1
9663	XP_005169044.1
9664	XP_005169061.1
9665	XP_005169091.1
9666	XP_005169099.1
9667	XP_005169103.1
9668	XP_005169110.1
9669	XP_005169148.1
9670	XP_005169179.1
9671	XP_005169246.1
9672	XP_005169279.1
9673	XP_005169340.1
9674	XP_005169387.1
9675	XP_005169428.1
9676	XP_005169433.1
9677	XP_005169458.1
9678	XP_005169462.1
9679	XP_005169499.1
9680	XP_005169507.1
9681	XP_005169539.2
9682	XP_005169545.1
9683	XP_005169551.1
9684	XP_005169562.1
9685	XP_005169569.1
9686	XP_005169574.1
9687	XP_005169580.1
9688	XP_005169583.1
9689	XP_005169584.1
9690	XP_005169585.1
9691	XP_005169589.1
9692	XP_005169609.1
9693	XP_005169615.1
9694	XP_005169631.1
9695	XP_005169655.1
9696	XP_005169666.1
9697	XP_005169669.1
9698	XP_005169671.1
9699	XP_005169680.1
9700	XP_005169684.1
9701	XP_005169693.1
9702	XP_005169738.1
9703	XP_005169757.1
9704	XP_005169772.1
9705	XP_005169812.1
9706	XP_005169820.1
9707	XP_005169843.1
9708	XP_005169845.1
9709	XP_005169876.1
9710	XP_005169882.1
9711	XP_005169888.1
9712	XP_005169898.1
9713	XP_005169909.1
9714	XP_005169929.1
9715	XP_005169977.1
9716	XP_005169984.1
9717	XP_005169992.1
9718	XP_005169993.1
9719	XP_005170024.1
9720	XP_005170056.1
9721	XP_005170060.1
9722	XP_005170064.1
9723	XP_005170081.1
9724	XP_005170088.1
9725	XP_005170098.1
9726	XP_005170104.1
9727	XP_005170109.1
9728	XP_005170114.1
9729	XP_005170129.1
9730	XP_005170196.1
9731	XP_005170200.1
9732	XP_005170229.1
9733	XP_005170233.1
9734	XP_005170239.1
9735	XP_005170268.1
9736	XP_005170271.1
9737	XP_005170283.1
9738	XP_005170329.1
9739	XP_005170408.1
9740	XP_005170486.1
9741	XP_005170516.1
9742	XP_005170522.1
9743	XP_005170525.1
9744	XP_005170533.1
9745	XP_005170579.1
9746	XP_005170607.1
9747	XP_005170620.1
9748	XP_005170632.1
9749	XP_005170711.1
9750	XP_005170738.1
9751	XP_005170739.1
9752	XP_005170740.1
9753	XP_005170744.1
9754	XP_005170791.1
9755	XP_005170833.1
9756	XP_005170845.2
9757	XP_005170857.3
9758	XP_005170952.1
9759	XP_005170963.1
9760	XP_005170972.1
9761	XP_005170973.1
9762	XP_005170974.1
9763	XP_005170980.1
9764	XP_005170982.1
9765	XP_005171029.1
9766	XP_005171041.1
9767	XP_005171043.1
9768	XP_005171051.1
9769	XP_005171052.1
9770	XP_005171140.1
9771	XP_005171151.1
9772	XP_005171176.3
9773	XP_005171188.1
9774	XP_005171200.1
9775	XP_005171259.1
9776	XP_005171263.1
9777	XP_005171264.1
9778	XP_005171266.1
9779	XP_005171287.1
9780	XP_005171364.1
9781	XP_005171365.1
9782	XP_005171397.2
9783	XP_005171408.2
9784	XP_005171448.1
9785	XP_005171456.1
9786	XP_005171461.1
9787	XP_005171465.1
9788	XP_005171476.1
9789	XP_005171477.1
9790	XP_005171620.1
9791	XP_005171623.1
9792	XP_005171635.1
9793	XP_005171641.1
9794	XP_005171643.1
9795	XP_005171699.1
9796	XP_005171723.1
9797	XP_005171783.1
9798	XP_005171786.1
9799	XP_005171789.1
9800	XP_005171825.1
9801	XP_005171866.1
9802	XP_005171884.1
9803	XP_005171889.1
9804	XP_005171893.1
9805	XP_005171907.1
9806	XP_005171908.1
9807	XP_005171924.1
9808	XP_005171926.1
9809	XP_005171930.1
9810	XP_005171942.1
9811	XP_005171957.1
9812	XP_005171962.1
9813	XP_005171980.1
9814	XP_005172052.1
9815	XP_005172080.3
9816	XP_005172099.1
9817	XP_005172104.1
9818	XP_005172105.1
9819	XP_005172133.2
9820	XP_005172153.1
9821	XP_005172173.1
9822	XP_005172181.1
9823	XP_005172187.1
9824	XP_005172232.1
9825	XP_005172265.1
9826	XP_005172274.1
9827	XP_005172292.1
9828	XP_005172345.1
9829	XP_005172348.1
9830	XP_005172350.1
9831	XP_005172357.1
9832	XP_005172368.1
9833	XP_005172389.1
9834	XP_005172497.3
9835	XP_005172501.1
9836	XP_005172524.1
9837	XP_005172541.1
9838	XP_005172542.1
9839	XP_005172565.1
9840	XP_005172566.1
9841	XP_005172570.1
9842	XP_005172586.1
9843	XP_005172627.1
9844	XP_005172629.1
9845	XP_005172643.2
9846	XP_005172653.1
9847	XP_005172655.1
9848	XP_005172900.1
9849	XP_005172933.1
9850	XP_005172958.1
9851	XP_005172959.1
9852	XP_005172966.2
9853	XP_005172973.1
9854	XP_005172993.3
9855	XP_005173001.1
9856	XP_005173020.1
9857	XP_005173025.1
9858	XP_005173033.1
9859	XP_005173058.1
9860	XP_005173061.1
9861	XP_005173113.1
9862	XP_005173126.1
9863	XP_005173139.1
9864	XP_005173140.1
9865	XP_005173145.2
9866	XP_005173151.1
9867	XP_005173157.1
9868	XP_005173160.1
9869	XP_005173173.1
9870	XP_005173179.1
9871	XP_005173191.1
9872	XP_005173195.1
9873	XP_005173197.1
9874	XP_005173229.1
9875	XP_005173235.1
9876	XP_005173238.1
9877	XP_005173248.2
9878	XP_005173261.1
9879	XP_005173264.1
9880	XP_005173279.1
9881	XP_005173296.1
9882	XP_005173297.1
9883	XP_005173302.1
9884	XP_005173303.1
9885	XP_005173319.1
9886	XP_005173357.1
9887	XP_005173505.1
9888	XP_005173534.1
9889	XP_005173540.1
9890	XP_005173581.1
9891	XP_005173612.1
9892	XP_005173632.1
9893	XP_005173637.1
9894	XP_005173664.1
9895	XP_005173669.1
9896	XP_005173695.1
9897	XP_005173698.1
9898	XP_005173704.1
9899	XP_005173706.1
9900	XP_005173707.1
9901	XP_005173741.1
9902	XP_005173780.1
9903	XP_005173781.1
9904	XP_005173801.1
9905	XP_005173844.1
9906	XP_005173869.1
9907	XP_005173914.1
9908	XP_005173917.3
9909	XP_005173934.1
9910	XP_005173936.1
9911	XP_005173957.1
9912	XP_005173959.1
9913	XP_005173973.2
9914	XP_005173974.2
9915	XP_005174009.1
9916	XP_005174013.1
9917	XP_005174111.1
9918	XP_005174113.1
9919	XP_005174164.1
9920	XP_005174188.2
9921	XP_005174218.1
9922	XP_005174252.4
9923	XP_005174267.1
9924	XP_005174270.1
9925	XP_005174273.1
9926	XP_005174291.1
9927	XP_005174336.1
9928	XP_005174378.1
9929	XP_005174438.1
9930	XP_005174511.1
9931	XP_005174596.1
9932	XP_009289337.1
9933	XP_009289352.1
9934	XP_009289355.1
9935	XP_009289373.1
9936	XP_009289393.1
9937	XP_009289452.1
9938	XP_009289474.1
9939	XP_009289495.1
9940	XP_009289535.1
9941	XP_009289549.1
9942	XP_009289555.1
9943	XP_009289590.1
9944	XP_009289595.1
9945	XP_009289654.1
9946	XP_009289666.1
9947	XP_009289681.1
9948	XP_009289732.1
9949	XP_009289739.1
9950	XP_009289748.1
9951	XP_009289758.1
9952	XP_009289777.1
9953	XP_009289785.1
9954	XP_009289837.1
9955	XP_009289900.1
9956	XP_009289928.1
9957	XP_009289936.1
9958	XP_009289937.1
9959	XP_009289962.1
9960	XP_009289997.1
9961	XP_009290012.1
9962	XP_009290027.1
9963	XP_009290061.1
9964	XP_009290074.1
9965	XP_009290113.1
9966	XP_009290222.1
9967	XP_009290232.1
9968	XP_009290289.1
9969	XP_009290310.2
9970	XP_009290360.1
9971	XP_009290361.1
9972	XP_009290382.1
9973	XP_009290388.1
9974	XP_009290437.1
9975	XP_009290439.1
9976	XP_009290448.2
9977	XP_009290449.1
9978	XP_009290451.1
9979	XP_009290484.1
9980	XP_009290530.1
9981	XP_009290549.1
9982	XP_009290551.1
9983	XP_009290641.1
9984	XP_009290647.3
9985	XP_009290675.1
9986	XP_009290682.1
9987	XP_009290705.1
9988	XP_009290726.1
9989	XP_009290730.1
9990	XP_009290741.1
9991	XP_009290786.1
9992	XP_009290813.1
9993	XP_009290868.1
9994	XP_009290873.1
9995	XP_009290894.3
9996	XP_009290914.1
9997	XP_009290926.1
9998	XP_009290950.1
9999	XP_009290975.1
10000	XP_009290987.1
10001	XP_009291076.1
10002	XP_009291077.2
10003	XP_009291101.1
10004	XP_009291236.1
10005	XP_009291242.1
10006	XP_009291296.1
10007	XP_009291322.1
10008	XP_009291324.1
10009	XP_009291365.3
10010	XP_009291368.1
10011	XP_009291386.1
10012	XP_009291394.1
10013	XP_009291400.1
10014	XP_009291449.1
10015	XP_009291467.1
10016	XP_009291474.1
10017	XP_009291513.1
10018	XP_009291522.1
10019	XP_009291534.1
10020	XP_009291550.1
10021	XP_009291604.1
10022	XP_009291611.2
10023	XP_009291620.1
10024	XP_009291629.1
10025	XP_009291655.1
10026	XP_009291658.1
10027	XP_009291664.1
10028	XP_009291708.1
10029	XP_009291720.1
10030	XP_009291748.1
10031	XP_009291749.2
10032	XP_009291762.1
10033	XP_009291765.1
10034	XP_009291779.1
10035	XP_009291817.1
10036	XP_009291853.1
10037	XP_009291909.1
10038	XP_009291915.1
10039	XP_009292045.1
10040	XP_009292046.1
10041	XP_009292068.1
10042	XP_009292080.1
10043	XP_009292092.1
10044	XP_009292105.1
10045	XP_009292177.1
10046	XP_009292180.1
10047	XP_009292223.1
10048	XP_009292229.1
10049	XP_009292317.1
10050	XP_009292324.1
10051	XP_009292468.1
10052	XP_009292476.1
10053	XP_009292518.1
10054	XP_009292584.1
10055	XP_009292587.1
10056	XP_009292591.1
10057	XP_009292601.2
10058	XP_009292656.1
10059	XP_009292706.1
10060	XP_009292718.1
10061	XP_009292726.1
10062	XP_009292739.1
10063	XP_009292741.1
10064	XP_009292760.1
10065	XP_009292762.1
10066	XP_009292819.1
10067	XP_009292830.1
10068	XP_009292869.1
10069	XP_009292890.1
10070	XP_009292891.1
10071	XP_009292895.1
10072	XP_009292901.1
10073	XP_009292907.1
10074	XP_009292908.1
10075	XP_009292916.1
10076	XP_009292917.1
10077	XP_009292978.1
10078	XP_009293019.1
10079	XP_009293052.1
10080	XP_009293161.1
10081	XP_009293163.1
10082	XP_009293168.1
10083	XP_009293289.1
10084	XP_009293437.1
10085	XP_009293446.1
10086	XP_009293550.2
10087	XP_009293596.1
10088	XP_009293604.1
10089	XP_009293636.1
10090	XP_009293684.1
10091	XP_009293690.1
10092	XP_009293709.1
10093	XP_009293710.2
10094	XP_009293751.1
10095	XP_009293759.1
10096	XP_009293790.1
10097	XP_009293869.1
10098	XP_009293936.1
10099	XP_009293952.1
10100	XP_009293954.1
10101	XP_009293962.1
10102	XP_009293985.1
10103	XP_009294021.1
10104	XP_009294375.1
10105	XP_009294520.1
10106	XP_009294527.1
10107	XP_009294542.1
10108	XP_009294563.1
10109	XP_009294613.1
10110	XP_009294627.1
10111	XP_009294644.1
10112	XP_009294654.1
10113	XP_009294660.1
10114	XP_009294701.1
10115	XP_009294715.2
10116	XP_009294764.1
10117	XP_009294851.1
10118	XP_009294885.1
10119	XP_009294923.1
10120	XP_009294932.1
10121	XP_009294934.1
10122	XP_009294995.1
10123	XP_009295007.1
10124	XP_009295008.1
10125	XP_009295129.1
10126	XP_009295142.1
10127	XP_009295182.1
10128	XP_009295348.1
10129	XP_009295356.1
10130	XP_009295366.1
10131	XP_009295419.2
10132	XP_009295477.1
10133	XP_009295532.1
10134	XP_009295562.1
10135	XP_009295568.1
10136	XP_009295622.1
10137	XP_009295683.1
10138	XP_009295685.2
