	Gene1 (Latimeria)	Score1	Gene2 (Danio)	Score2
10921	XP_014344863.1	99.0	NP_001032462.1	99.0
10922	XP_014344864.1	1303	NP_001112372.1	1299
10923	XP_014344869.1	486 	XP_009301485.1	486 
10924	XP_014344871.1	474 	XP_005165383.1	473 
10925	XP_014344872.1	873 	NP_001082854.1	873 
10926	XP_014344877.1	720 	NP_998437.1	712 
10927	XP_014344879.1	627 	NP_001073454.3	633 
10928	XP_014344881.1	540 	NP_001313219.1	540 
10929	XP_014344883.1	332 	XP_005165567.3	332 
10930	XP_014344884.1	251 	NP_001107079.1	251 
10931	XP_014344886.1	271 	NP_938188.1	243 
10932	XP_014344887.1	1228	NP_775333.1	1222
10933	XP_014344888.1	429 	NP_998679.1	420 
10934	XP_014344889.1	823 	NP_001315362.1	841 
10935	XP_014344891.1	546 	XP_021334050.1	541 
10936	XP_014344893.1	514 	NP_001013341.1	514 
10937	XP_014344902.1	460 	XP_021323247.1	457 
10938	XP_014344904.1	573 	NP_955871.2	581 
10939	XP_014344906.1	7507	NP_001181916.1	7490
10940	XP_014344908.1	965 	NP_001019600.2	977 
10941	XP_014344909.1	291 	NP_001108038.1	291 
10942	XP_014344911.1	1034	NP_991192.2	1034
10943	XP_014344912.1	479 	NP_998629.1	382 
10944	XP_014344913.1	313 	XP_005172133.2	313 
10945	XP_014344914.1	2920	XP_021334500.1	2971
10946	XP_014344915.1	1370	XP_021333285.1	1357
10947	XP_014344918.1	3867	XP_009302725.2	3868
10948	XP_014344920.1	986 	XP_005166057.1	991 
10949	XP_014344921.1	334 	XP_021332674.1	333 
10950	XP_014344922.1	1118	NP_001076305.1	1118
10951	XP_014344923.1	1618	XP_021332460.1	1738
10952	XP_014344924.1	2118	XP_686632.6	2127
10953	XP_014344925.1	600 	XP_017211577.1	600 
10954	XP_014344930.1	231 	NP_001017811.1	171 
10955	XP_014344936.1	802 	NP_957371.2	818 
10956	XP_014344937.1	434 	XP_021334680.1	434 
10957	XP_014344941.1	1040	XP_009300691.1	1034
10958	XP_014344942.1	678 	NP_956638.2	678 
10959	XP_014344943.1	1306	NP_001313473.1	1286
10960	XP_014344944.1	213 	NP_001076310.1	241 
10961	XP_014344945.1	592 	NP_001005937.2	593 
10962	XP_014344955.1	157 	XP_001339691.1	151 
10963	XP_014344958.1	126 	NP_001170934.1	128 
10964	XP_014344959.1	348 	XP_021325374.1	360 
10965	XP_014344960.1	1265	XP_021326965.1	1281
10966	XP_014344961.1	321 	XP_009302514.1	321 
10967	XP_014344964.1	357 	XP_002667257.2	385 
10968	XP_014344966.1	791 	XP_021334878.1	786 
10969	XP_014344969.1	519 	NP_001038309.1	555 
10970	XP_014344971.1	258 	XP_005168825.1	259 
10971	XP_014344972.1	465 	XP_001339480.1	465 
10972	XP_014344973.1	4216	XP_021330209.1	4219
10973	XP_014344974.1	823 	XP_005174019.1	812 
10974	XP_014344977.1	456 	NP_001002329.1	456 
10975	XP_014344979.1	718 	XP_005155690.2	718 
10976	XP_014344981.1	4086	XP_017213862.2	4079
10977	XP_014344982.1	1107	XP_005168117.1	1107
10978	XP_014344983.1	364 	NP_001073128.1	364 
10979	XP_014344985.1	172 	XP_021335588.1	172 
10980	XP_014344987.1	519 	NP_001188418.1	519 
10981	XP_014344993.1	140 	XP_021323816.1	151 
10982	XP_014344994.1	448 	XP_692555.2	448 
10983	XP_014345000.1	560 	XP_005163896.1	566 
10984	XP_014345004.1	736 	XP_002666794.5	742 
10985	XP_014345011.1	629 	XP_003198203.1	620 
10986	XP_014345019.1	1265	XP_005162936.1	1291
10987	XP_014345021.1	448 	XP_001919813.3	448 
10988	XP_014345023.1	981 	XP_021335470.1	961 
10989	XP_014345025.1	2108	NP_991260.2	2115
10990	XP_014345026.1	94.7	NP_898894.2	95.5
10991	XP_014345027.1	283 	XP_017213058.1	282 
10992	XP_014345028.1	2014	XP_692838.6	2025
10993	XP_014345029.1	2579	NP_001229974.1	2559
10994	XP_014345032.1	757 	XP_697706.2	781 
10995	XP_014345034.1	449 	NP_001122165.1	433 
10996	XP_014345036.1	1697	XP_005162175.1	1666
10997	XP_014345037.1	325 	NP_001003438.1	325 
10998	XP_014345038.1	671 	XP_009300091.1	678 
10999	XP_014345039.1	239 	XP_002663850.2	240 
11000	XP_014345042.1	394 	NP_001002550.2	394 
11001	XP_014345043.1	808 	XP_003199550.1	788 
11002	XP_014345047.1	1172	NP_001124243.1	1203
11003	XP_014345051.1	655 	NP_956448.1	655 
11004	XP_014345053.1	322 	XP_002667577.4	512 
11005	XP_014345056.1	3137	XP_017209880.1	3129
11006	XP_014345058.1	2137	XP_009301919.1	2151
11007	XP_014345059.1	1201	XP_005163511.1	1196
11008	XP_014345062.1	271 	XP_021333737.1	271 
11009	XP_014345063.1	1107	NP_001018589.1	1107
11010	XP_014345064.1	537 	NP_001244093.1	537 
11011	XP_014345065.1	379 	NP_001001848.1	379 
11012	XP_014345068.1	475 	NP_991181.2	475 
11013	XP_014345069.1	875 	XP_005158606.1	872 
11014	XP_014345071.1	230 	XP_021325730.1	240 
11015	XP_014345072.1	83.6	NP_571152.1	83.6
11016	XP_014345073.1	796 	NP_001116727.1	771 
11017	XP_014345075.1	2677	XP_005156282.1	2617
11018	XP_014345078.1	1723	XP_021335986.1	1870
11019	XP_014345084.1	727 	NP_571705.1	721 
11020	XP_014345094.1	964 	NP_997776.1	964 
11021	XP_014345096.1	364 	XP_005165188.1	432 
11022	XP_014345116.1	1357	XP_017212073.1	1375
11023	XP_014345120.1	2289	XP_021334727.1	2294
11024	XP_014345121.1	736 	XP_005173569.1	734 
11025	XP_014345125.1	415 	XP_005158169.1	434 
11026	XP_014345128.1	616 	XP_005159421.1	645 
11027	XP_014345132.1	265 	NP_999945.1	265 
11028	XP_014345134.1	584 	XP_021335420.1	597 
11029	XP_014345144.1	736 	NP_001077023.1	751 
11030	XP_014345145.1	803 	NP_775349.2	803 
11031	XP_014345147.1	143 	NP_001153296.1	143 
11032	XP_014345148.1	525 	NP_001038861.1	504 
11033	XP_014345149.1	127 	NP_001017697.1	120 
11034	XP_014345150.1	681 	NP_571177.2	697 
11035	XP_014345152.1	620 	XP_005159126.1	620 
11036	XP_014345153.1	85.1	NP_001038525.1	85.1
11037	XP_014345156.1	775 	NP_001076282.1	775 
11038	XP_014345161.1	51.2	XP_017209392.1	51.2
11039	XP_014345162.1	1042	XP_005156983.1	1071
11040	XP_014345168.1	781 	XP_021336430.1	787 
11041	XP_014345171.1	790 	XP_021328362.1	794 
11042	XP_014345173.1	840 	NP_001184130.1	840 
11043	XP_014345177.1	585 	NP_956147.1	579 
11044	XP_014345180.1	268 	NP_001314721.1	268 
11045	XP_014345181.1	722 	XP_005168057.1	739 
11046	XP_014345182.1	283 	NP_955996.1	308 
11047	XP_014345183.1	547 	XP_021328681.1	547 
11048	XP_014345184.1	503 	NP_991101.1	503 
11049	XP_014345185.1	894 	XP_021331592.1	902 
11050	XP_014345189.1	640 	XP_009303091.1	671 
11051	XP_014345193.1	747 	NP_001013327.2	747 
11052	XP_014345195.1	186 	NP_956703.1	160 
11053	XP_014345196.1	3815	XP_009302001.2	3893
11054	XP_014345198.1	1111	NP_001002683.1	1111
11055	XP_014345199.1	994 	NP_001091721.1	994 
11056	XP_014345200.1	361 	XP_021327966.1	360 
11057	XP_014345201.1	245 	NP_998683.1	235 
11058	XP_014345202.1	138 	NP_001002499.2	138 
11059	XP_014345204.1	407 	XP_017214480.1	408 
11060	XP_014345205.1	1395	XP_694497.5	1409
11061	XP_014345206.1	469 	XP_005155685.1	469 
11062	XP_014345214.1	1193	NP_001124133.1	1179
11063	XP_014345217.1	409 	XP_021337005.1	409 
11064	XP_014345220.1	857 	NP_957462.2	765 
11065	XP_014345225.1	254 	XP_698304.5	256 
11066	XP_014345226.1	1167	XP_005163979.1	1167
11067	XP_014345229.1	1864	NP_001298275.1	1871
11068	XP_014345230.1	416 	XP_005173151.1	416 
11069	XP_014345231.1	625 	XP_003200526.2	636 
11070	XP_014345232.1	814 	NP_001104648.1	824 
11071	XP_014345242.1	4643	XP_005160073.1	4710
11072	XP_014345244.1	258 	XP_017213506.1	250 
11073	XP_014345245.1	796 	XP_005160074.1	800 
11074	XP_014345247.1	532 	NP_001003831.1	889 
11075	XP_014345249.1	305 	XP_692717.4	305 
11076	XP_014345255.1	528 	NP_001019605.1	491 
11077	XP_014345258.1	197 	NP_955936.1	198 
11078	XP_014345264.1	1187	NP_956943.1	1163
11079	XP_014345268.1	1217	XP_021332114.1	1257
11080	XP_014345269.1	1222	XP_021332115.1	1263
11081	XP_014345271.1	523 	NP_001119872.1	503 
11082	XP_014345277.1	289 	XP_001334826.3	305 
11083	XP_014345280.1	67.0	NP_001289402.1	70.5
11084	XP_014345281.1	495 	XP_017210032.1	499 
11085	XP_014345282.1	1143	XP_009303285.1	1143
11086	XP_014345288.1	1223	NP_899181.1	1228
11087	XP_014345293.1	424 	NP_991278.1	424 
11088	XP_014345300.1	505 	XP_693886.4	501 
11089	XP_014345304.1	257 	XP_005163831.1	257 
11090	XP_014345306.1	607 	XP_005169551.1	607 
11091	XP_014345308.1	589 	XP_021327915.1	553 
11092	XP_014345309.1	367 	XP_009301642.3	367 
11093	XP_014345310.1	1159	NP_001124250.1	1175
11094	XP_014345313.1	119 	XP_021323313.1	119 
11095	XP_014345322.1	1833	XP_687715.4	1803
11096	XP_014345323.1	867 	NP_001070056.2	880 
11097	XP_014345327.1	120 	NP_001185677.1	120 
11098	XP_014345336.1	2949	XP_001920988.3	2934
11099	XP_014345337.1	858 	XP_005166517.1	865 
11100	XP_014345342.1	926 	XP_021333623.1	954 
11101	XP_014345344.1	1461	XP_009301629.1	1498
11102	XP_014345346.1	145 	NP_891982.2	145 
11103	XP_014345347.1	620 	NP_001070227.1	626 
11104	XP_014345351.1	885 	XP_017213927.1	885 
11105	XP_014345354.1	703 	XP_005169520.1	743 
11106	XP_014345357.1	621 	NP_001116092.1	636 
11107	XP_014345359.1	992 	XP_009302818.1	1029
11108	XP_014345363.1	1276	NP_001007766.1	1276
11109	XP_014345364.1	299 	NP_956243.1	340 
11110	XP_014345367.1	1623	XP_017207091.1	1649
11111	XP_014345368.1	1299	NP_001107948.1	1291
11112	XP_014345369.1	729 	XP_005161914.1	759 
11113	XP_014345371.1	374 	XP_009305899.1	380 
11114	XP_014345372.1	362 	XP_005157394.3	363 
11115	XP_014345373.1	1211	XP_021322190.1	1212
11116	XP_014345374.1	540 	NP_001082917.1	532 
11117	XP_014345377.1	613 	XP_005161322.1	639 
11118	XP_014345379.1	1073	XP_005166552.1	1072
11119	XP_014345380.1	732 	NP_956919.2	732 
11120	XP_014345381.1	749 	XP_005156510.1	755 
11121	XP_014345384.1	1557	XP_695755.4	1533
11122	XP_014345387.1	61.2	XP_005162783.1	60.5
11123	XP_014345393.1	2286	XP_017213321.1	2316
11124	XP_014345394.1	148 	NP_001137514.1	148 
11125	XP_014345395.1	57.4	NP_001189359.2	50.4
11126	XP_014345396.1	279 	XP_009303322.1	277 
11127	XP_014345397.1	375 	XP_017206661.1	395 
11128	XP_014345398.1	529 	NP_001082835.1	536 
11129	XP_014345401.1	276 	XP_002663496.6	288 
11130	XP_014345405.1	1840	XP_009296848.1	1785
11131	XP_014345406.1	340 	XP_021326786.1	353 
11132	XP_014345408.1	914 	XP_005157584.1	914 
11133	XP_014345418.1	634 	XP_005164074.1	630 
11134	XP_014345419.1	1441	NP_944595.2	1441
11135	XP_014345420.1	4853	XP_009301676.1	4864
11136	XP_014345422.1	278 	NP_571962.1	280 
11137	XP_014345423.1	275 	XP_003201386.3	291 
11138	XP_014345424.1	784 	NP_001018161.1	784 
11139	XP_014345425.1	1217	XP_002665027.3	1193
11140	XP_014345427.1	1606	XP_009292890.1	1637
11141	XP_014345429.1	129 	NP_001036166.1	129 
11142	XP_014345431.1	464 	NP_001015062.1	467 
11143	XP_014345433.1	313 	NP_001093456.1	313 
11144	XP_014345436.1	459 	XP_686501.6	848 
11145	XP_014345439.1	1399	XP_009297873.1	1517
11146	XP_014345440.1	49.3	NP_001077345.1	49.3
11147	XP_014345441.1	646 	NP_001103842.1	668 
11148	XP_014345450.1	4833	XP_005160594.1	4860
11149	XP_014345451.1	240 	NP_956596.1	240 
11150	XP_014345458.1	478 	NP_001030145.1	498 
11151	XP_014345459.1	2490	XP_009293437.1	2474
11152	XP_014345460.1	380 	XP_687756.1	467 
11153	XP_014345462.1	729 	XP_021323123.1	723 
11154	XP_014345463.1	707 	NP_001013568.1	707 
11155	XP_014345469.1	580 	XP_021323122.1	565 
11156	XP_014345475.1	1929	XP_694336.5	1929
11157	XP_014345476.1	475 	XP_005166800.1	475 
11158	XP_014345477.1	483 	NP_001018198.1	493 
11159	XP_014345479.1	421 	XP_009290029.1	406 
11160	XP_014345481.1	400 	XP_005173664.1	400 
11161	XP_014345484.1	1712	XP_017208012.1	1713
11162	XP_014345487.1	208 	XP_017209595.1	213 
11163	XP_014345488.1	303 	NP_997890.1	293 
11164	XP_014345490.1	764 	XP_693701.4	760 
11165	XP_014345503.1	256 	XP_009289837.1	256 
11166	XP_014345508.1	763 	NP_001018595.1	741 
11167	XP_014345510.1	608 	XP_009300739.1	622 
11168	XP_014345513.1	324 	XP_017214658.1	289 
11169	XP_014345514.1	523 	NP_001004614.2	529 
11170	XP_014345516.1	469 	XP_683785.5	469 
11171	XP_014345517.1	990 	NP_775355.1	996 
11172	XP_014345519.1	782 	NP_957511.2	781 
11173	XP_014345520.1	424 	NP_001103955.1	424 
11174	XP_014345521.1	179 	NP_001004004.1	179 
11175	XP_014345522.1	956 	NP_001137526.1	925 
11176	XP_014345529.1	677 	NP_571876.1	677 
11177	XP_014345541.1	769 	XP_002662060.4	769 
11178	XP_014345543.1	135 	XP_001342593.4	135 
11179	XP_014345548.1	847 	XP_021324230.1	847 
11180	XP_014345551.1	117 	XP_005167944.1	117 
11181	XP_014345553.1	116 	XP_021322465.1	115 
11182	XP_014345557.1	940 	XP_003199047.1	1001
11183	XP_014345559.1	932 	XP_005166568.1	916 
11184	XP_014345560.1	742 	XP_009301714.1	724 
11185	XP_014345561.1	688 	NP_999981.1	670 
11186	XP_014345565.1	2072	XP_021329469.1	2078
11187	XP_014345566.1	561 	XP_002666707.3	556 
11188	XP_014345567.1	89.0	XP_005162753.1	90.5
11189	XP_014345569.1	313 	XP_021325997.1	299 
11190	XP_014345572.1	806 	XP_005161192.1	806 
11191	XP_014345576.1	1147	XP_009299759.1	1168
11192	XP_014345578.1	1133	XP_009299766.1	1157
11193	XP_014345580.1	1615	XP_691079.2	1650
11194	XP_014345584.1	527 	NP_571858.1	532 
11195	XP_014345589.1	2316	NP_999854.1	2337
11196	XP_014345591.1	664 	XP_021331704.1	664 
11197	XP_014345593.1	436 	XP_683222.6	456 
11198	XP_014345595.1	659 	XP_005161848.1	627 
11199	XP_014345598.1	993 	NP_956435.1	993 
11200	XP_014345599.1	2419	XP_009297959.1	2346
11201	XP_014345600.1	761 	NP_998023.1	761 
11202	XP_014345601.1	519 	XP_021322818.1	499 
11203	XP_014345605.1	1398	XP_001920096.1	1382
11204	XP_014345607.1	554 	XP_005160520.3	554 
11205	XP_014345610.1	553 	NP_001017887.1	558 
11206	XP_014345612.1	66.2	XP_005167576.1	67.4
11207	XP_014345614.1	3804	XP_021332659.1	3892
11208	XP_014345615.1	1007	XP_009290141.1	991 
11209	XP_014345616.1	991 	XP_005160012.1	979 
11210	XP_014345622.1	530 	XP_021334524.1	519 
11211	XP_014345630.1	756 	NP_001038561.2	747 
11212	XP_014345635.1	787 	XP_009298248.1	807 
11213	XP_014345640.1	1009	XP_009298271.1	1034
11214	XP_014345641.1	75.1	NP_001136057.1	75.1
11215	XP_014345643.1	216 	NP_001071038.1	207 
11216	XP_014345646.1	327 	NP_998295.2	327 
11217	XP_014345648.1	68.6	NP_001038302.1	65.1
11218	XP_014345650.1	1080	XP_017213999.1	1068
11219	XP_014345651.1	660 	XP_009297544.1	660 
11220	XP_014345656.1	1365	NP_919368.2	1386
11221	XP_014345659.1	429 	NP_001002205.1	429 
11222	XP_014345661.1	718 	XP_009297554.1	691 
11223	XP_014345662.1	320 	XP_699055.5	303 
11224	XP_014345665.1	1298	NP_998392.1	1281
11225	XP_014345669.1	828 	NP_001077324.2	818 
11226	XP_014345675.1	664 	XP_009295775.1	602 
11227	XP_014345683.1	752 	NP_998532.2	752 
11228	XP_014345684.1	40.0	XP_017212911.1	40.0
11229	XP_014345689.1	1306	XP_009300932.1	1326
11230	XP_014345690.1	1538	NP_001243321.1	1602
11231	XP_014345695.1	365 	NP_997949.1	354 
11232	XP_014345698.1	245 	XP_002661267.2	245 
11233	XP_014345699.1	3382	XP_003198200.2	3427
11234	XP_014345701.1	460 	NP_001093489.1	453 
11235	XP_014345703.1	342 	XP_691942.1	342 
11236	XP_014345706.1	852 	XP_005167917.1	852 
11237	XP_014345707.1	1161	XP_002666969.1	1160
11238	XP_014345710.1	457 	XP_021330989.1	449 
11239	XP_014345712.1	296 	XP_021323922.1	299 
11240	XP_014345713.1	229 	XP_021322479.1	219 
11241	XP_014345716.1	476 	NP_001071225.1	475 
11242	XP_014345717.1	179 	XP_002665001.1	166 
11243	XP_014345719.1	1570	NP_571134.2	1570
11244	XP_014345725.1	1132	NP_001299846.1	1132
11245	XP_014345726.1	215 	XP_009303458.1	223 
11246	XP_014345728.1	1284	NP_001189372.2	1318
11247	XP_014345730.1	563 	NP_001159807.1	563 
11248	XP_014345731.1	1171	XP_021322388.1	1170
11249	XP_014345741.1	139 	NP_001073661.1	146 
11250	XP_014345745.1	1292	XP_017213444.2	1315
11251	XP_014345746.1	1185	XP_021322198.1	1185
11252	XP_014345748.1	226 	NP_942103.1	226 
11253	XP_014345749.1	721 	NP_001038582.1	723 
11254	XP_014345750.1	650 	XP_009294629.2	651 
11255	XP_014345751.1	473 	NP_998568.2	485 
11256	XP_014345754.1	330 	NP_001018509.1	348 
11257	XP_014345756.1	780 	XP_690685.1	780 
11258	XP_014345757.1	489 	XP_021325197.1	491 
11259	XP_014345760.1	478 	NP_571300.2	496 
11260	XP_014345761.1	1554	NP_001265725.1	1541
11261	XP_014345762.1	1370	XP_009303267.1	1413
11262	XP_014345764.1	316 	NP_001013294.1	316 
11263	XP_014345767.1	50.1	XP_704671.5	49.7
11264	XP_014345770.1	310 	XP_009302777.1	286 
11265	XP_014345771.1	694 	NP_001070772.1	677 
11266	XP_014345775.1	131 	NP_001289399.1	131 
11267	XP_014345776.1	103 	XP_021328634.1	105 
11268	XP_014345779.1	509 	XP_009291988.2	509 
11269	XP_014345780.1	823 	XP_009290623.1	821 
11270	XP_014345781.1	1976	XP_005158088.1	1902
11271	XP_014345782.1	785 	XP_021322377.1	771 
11272	XP_014345783.1	419 	XP_021322595.1	419 
11273	XP_014345787.1	374 	NP_571783.2	373 
11274	XP_014345788.1	288 	XP_009291160.1	291 
11275	XP_014345791.1	43.1	NP_001182171.1	43.1
11276	XP_014345794.1	518 	XP_017206807.1	557 
11277	XP_014345795.1	617 	NP_997996.1	617 
11278	XP_014345798.1	684 	XP_005158461.1	669 
11279	XP_014345801.1	892 	XP_021337140.1	886 
11280	XP_014345804.1	209 	NP_001017672.1	226 
11281	XP_014345805.1	1492	XP_021322199.1	1492
11282	XP_014345806.1	395 	XP_021322406.1	409 
11283	XP_014345807.1	68.2	NP_001243141.1	68.2
11284	XP_014345809.1	363 	XP_017210366.2	356 
11285	XP_014345812.1	73.9	XP_003200233.1	81.3
11286	XP_014345816.1	463 	NP_998167.1	459 
11287	XP_014345817.1	922 	XP_005158272.1	942 
11288	XP_014345822.1	778 	XP_021326157.1	758 
11289	XP_014345825.1	521 	NP_001035725.1	500 
11290	XP_014345830.1	498 	XP_021326102.1	486 
11291	XP_014345833.1	111 	XP_017207524.1	112 
11292	XP_014345834.1	1193	NP_001070847.1	1194
11293	XP_014345835.1	1541	XP_005156668.1	1538
11294	XP_014345836.1	887 	NP_997743.1	896 
11295	XP_014345837.1	1419	XP_005156933.1	1458
11296	XP_014345843.1	835 	XP_009300551.1	797 
11297	XP_014345844.1	1404	XP_001921526.3	1407
11298	XP_014345845.1	478 	XP_021334589.1	478 
11299	XP_014345847.1	53.1	NP_001314912.1	66.2
11300	XP_014345849.1	547 	XP_005160885.1	537 
11301	XP_014345850.1	771 	XP_002665794.1	753 
11302	XP_014345852.1	1266	NP_956881.2	1266
11303	XP_014345853.1	2064	NP_001002312.1	1600
11304	XP_014345855.1	452 	XP_009293174.1	454 
11305	XP_014345856.1	197 	NP_956694.1	194 
11306	XP_014345857.1	2398	XP_009293161.1	2398
11307	XP_014345859.1	660 	XP_005169569.1	637 
11308	XP_014345860.1	806 	NP_957402.1	798 
11309	XP_014345862.1	694 	XP_009300989.1	694 
11310	XP_014345863.1	734 	XP_009291552.1	791 
11311	XP_014345865.1	884 	XP_691388.3	872 
11312	XP_014345871.1	668 	NP_001001812.1	687 
11313	XP_014345872.1	717 	NP_991188.1	717 
11314	XP_014345873.1	426 	NP_001314900.1	440 
11315	XP_014345874.1	167 	XP_017214290.1	169 
11316	XP_014345877.1	759 	NP_938172.1	758 
11317	XP_014345878.1	259 	NP_001074167.1	259 
11318	XP_014345879.1	223 	XP_002662570.3	215 
11319	XP_014345882.1	389 	NP_571739.1	369 
11320	XP_014345885.1	490 	XP_001331921.5	490 
11321	XP_014345886.1	625 	NP_001136398.1	625 
11322	XP_014345887.1	243 	XP_009293291.1	243 
11323	XP_014345890.1	679 	XP_009302237.1	627 
11324	XP_014345900.1	468 	NP_001186938.1	468 
11325	XP_014345902.1	414 	NP_996982.2	414 
11326	XP_014345904.1	84.7	XP_021327446.1	84.7
11327	XP_014345914.1	427 	NP_861422.2	427 
11328	XP_014345915.1	587 	NP_001006077.1	598 
11329	XP_014345917.1	1107	XP_005157122.1	1110
11330	XP_014345918.1	1155	XP_009305823.1	1169
11331	XP_014345919.1	447 	XP_005165413.1	438 
11332	XP_014345921.1	788 	XP_001333479.4	814 
11333	XP_014345922.1	562 	NP_001116183.1	569 
11334	XP_014345924.1	442 	XP_005156516.1	418 
11335	XP_014345925.1	711 	NP_001002685.1	711 
11336	XP_014345927.1	422 	NP_001103494.1	422 
11337	XP_014345941.1	564 	NP_998418.1	557 
11338	XP_014345943.1	1442	XP_017212759.1	1421
11339	XP_014345944.1	478 	NP_001316803.1	478 
11340	XP_014345949.1	283 	XP_009294527.1	283 
11341	XP_014345950.1	1717	XP_685991.4	1714
11342	XP_014345951.1	391 	NP_001038308.1	391 
11343	XP_014345952.1	627 	NP_998081.1	599 
11344	XP_014345953.1	374 	NP_001074130.1	367 
11345	XP_014345954.1	268 	XP_003201087.1	281 
11346	XP_014345955.1	657 	NP_001313486.1	641 
11347	XP_014345960.1	2307	NP_001002420.2	2311
11348	XP_014345964.1	69.3	XP_002663245.3	65.1
11349	XP_014345965.1	327 	NP_001018460.1	327 
11350	XP_014345968.1	1228	NP_998223.1	1212
11351	XP_014345969.1	73.2	NP_001243320.1	73.2
11352	XP_014345970.1	111 	XP_021323651.1	111 
11353	XP_014345977.1	830 	NP_955878.1	829 
11354	XP_014345980.1	938 	NP_956547.1	921 
11355	XP_014345983.1	303 	NP_001299811.1	303 
11356	XP_014345993.1	315 	NP_570986.1	334 
11357	XP_014345994.1	313 	XP_009297192.1	333 
11358	XP_014345997.1	820 	NP_957132.2	832 
11359	XP_014346002.1	154 	NP_001104306.1	154 
11360	XP_014346009.1	268 	XP_002662532.1	268 
11361	XP_014346011.1	1187	NP_956607.1	1192
11362	XP_014346012.1	239 	NP_001018531.1	239 
11363	XP_014346023.1	716 	XP_005169580.1	765 
11364	XP_014346024.1	759 	XP_017212760.1	746 
11365	XP_014346027.1	976 	XP_005156595.1	955 
11366	XP_014346036.1	3127	XP_009298264.1	3140
11367	XP_014346039.1	835 	XP_700487.6	801 
11368	XP_014346040.1	1327	XP_001921634.3	1326
11369	XP_014346046.1	2502	XP_009304641.1	2511
11370	XP_014346047.1	472 	XP_005164437.1	477 
11371	XP_014346049.1	479 	XP_001345218.5	491 
